ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,MAJOR_SF,SF,degree_major,degree_college,degree_year
3612,M,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2005,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSCI,07,2009
3613,M,O,White,ARCH,ARCH_F1,AUS_F1,Fall 2005,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,ARCH,02,2010
3614,M,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,MUS,MUS_S2,LAHS_S2,MUS,MUS_F3,LAHS_F3,MUS,MUS_S3,LAHS_S3,MUS,MUS_F4,LAHS_F4,MUS,MUS_S4,LAHS_S4,MUS,MUS_F5,LAHS_F5,MUS,MUS_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,MUS,07,2010
3615,M,O,White,HTM,HTM_F1,BIZ_F1,Fall 2005,HTM,HTM_S1,BIZ_S1,HTM,HTM_F2,BIZ_F2,HTM,HTM_S2,BIZ_S2,HTM,HTM_F3,BIZ_F3,HTM,HTM_S3,BIZ_S3,HTM,HTM_F4,BIZ_F4,HTM,HTM_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HTM,03,2009
3616,F,O,American Indian or Alaska Native,EPP,EPP_F1,AUS_F1,Fall 2005,EPP,EPP_S1,AUS_S1,EPP,EPP_F2,AUS_F2,EPP,EPP_S2,AUS_S2,EPP,EPP_F3,AUS_F3,PUA,PUA_S3,AUS_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3617,M,I,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,ACIS,ACIS_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,ACIS,03,2009
3618,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,COMM,COMM_F5,LAHS_F5,COMM,COMM_S5,LAHS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,COMM,07,2010
3619,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,GE,GE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,CE,05,2009
3620,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,HNFE,01,2010
3621,M,I,White,ARCH,ARCH_F1,AUS_F1,Fall 2005,BC,BC_S1,AUS_S1,BC,BC_F2,AUS_F2,BC,BC_S2,AUS_S2,BC,BC_F3,AUS_F3,BC,BC_S3,AUS_S3,BC,BC_F4,AUS_F4,BC,BC_S4,AUS_S4,BC,BC_F5,AUS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,BC,02,2009
3622,M,I,White,ARCH,ARCH_F1,AUS_F1,Fall 2005,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3623,F,O,White,ACIS,ACIS_F1,BIZ_F1,Fall 2005,ACIS,ACIS_S1,BIZ_S1,ACIS,ACIS_F2,BIZ_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3624,F,I,Not Reported,US,US_F1,IC_F1,Fall 2005,WOOD,WOOD_S1,NRE_S1,WOOD,WOOD_F2,NRE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3625,M,O,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,,NE_F4,NE_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201006,GRAD_F6,_F6,ME,05,2010
3626,F,O,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,,NE_S3,NE_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200906,GRAD_F5,_F5,COMM,07,2009
3627,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,GEOG,GEOG_S2,NRE_S2,GEOG,GEOG_F3,NRE_F3,GEOG,GEOG_S3,NRE_S3,,NE_F4,NE_F4,GEOG,GEOG_S4,NRE_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,GEOG,10,2009
3628,M,I,Hispanics of any race,BCHM,BCHM_F1,ALS_F1,Fall 2005,SOC,SOC_S1,LAHS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3629,F,I,White,ENGL,ENGL_F1,LAHS_F1,Fall 2005,ENGL,ENGL_S1,LAHS_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ENGL,07,2009
3630,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,BUS,BUS_F3,BIZ_F3,,NE_S3,NE_S3,SPAN,SPAN_F4,LAHS_F4,SPAN,SPAN_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,SPAN,07,2009
3631,M,I,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3632,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,AHRM,07,2009
3633,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3634,F,I,Not Reported,MUS,MUS_F1,LAHS_F1,Fall 2005,MUS,MUS_S1,LAHS_S1,AHRM,AHRM_F2,LAHS_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,AHRM,AHRM_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,AHRM,07,2009
3635,M,O,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,FIN,03,2009
3636,F,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,AHRM,AHRM_F2,LAHS_F2,HD,HD_S2,LAHS_S2,HD,HD_F3,LAHS_F3,HD,HD_S3,LAHS_S3,HD,HD_F4,LAHS_F4,HD,HD_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HD,07,2009
3637,M,O,Not Reported,LAR,LAR_F1,AUS_F1,Fall 2005,LAR,LAR_S1,AUS_S1,LAR,LAR_F2,AUS_F2,LAR,LAR_S2,AUS_S2,LAR,LAR_F3,AUS_F3,LAR,LAR_S3,AUS_S3,LAR,LAR_F4,AUS_F4,LAR,LAR_S4,AUS_S4,LAR,LAR_F5,AUS_F5,LAR,LAR_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,LAR,02,2010
3638,F,I,Not Reported,MKTG,MKTG_F1,BIZ_F1,Fall 2005,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
3639,F,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3640,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,ECAS,ECAS_F3,SCI_F3,ECAS,ECAS_S3,SCI_S3,ECAS,ECAS_F4,SCI_F4,ECAS,ECAS_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ECAS,08,2009
3641,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,HNFE,01,2009
3642,M,I,White,LFSC,LFSC_F1,ALS_F1,Fall 2005,CSES,CSES_S1,ALS_S1,CSES,CSES_F2,ALS_F2,CSES,CSES_S2,ALS_S2,CSES,CSES_F3,ALS_F3,CSES,CSES_S3,ALS_S3,CSES,CSES_F4,ALS_F4,CSES,CSES_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,CSES,01,2009
3643,F,I,Asian,ECON,ECON_F1,BIZ_F1,Fall 2005,ECON,ECON_S1,BIZ_S1,ECON,ECON_F2,BIZ_F2,ECON,ECON_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,MKTG,03,2009
3644,M,I,Asian,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,UST,UST_S2,IC_S2,UST,UST_F3,IC_F3,ECAS,ECAS_S3,SCI_S3,ECAS,ECAS_F4,SCI_F4,ECAS,ECAS_S4,SCI_S4,ECAS,ECAS_F5,SCI_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,ECAS,08,2009
3645,F,O,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,MKTG,MKTG_F5,BIZ_F5,MKTG,MKTG_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,MKTG,03,2010
3646,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,IDS,IDS_F2,AUS_F2,IDS,IDS_S2,AUS_S2,IDS,IDS_F3,AUS_F3,IDS,IDS_S3,AUS_S3,IDS,IDS_F4,AUS_F4,IDS,IDS_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,IDS,02,2009
3647,M,O,Not Reported,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
3648,M,O,Not Reported,CSES,CSES_F1,ALS_F1,Fall 2005,CSES,CSES_S1,ALS_S1,CSES,CSES_F2,ALS_F2,CSES,CSES_S2,ALS_S2,CSES,CSES_F3,ALS_F3,CSES,CSES_S3,ALS_S3,BC,BC_F4,AUS_F4,BC,BC_S4,AUS_S4,BC,BC_F5,AUS_F5,BC,BC_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,BC,02,2010
3649,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2005,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,BIOL,08,2009
3650,F,I,White,MKTG,MKTG_F1,BIZ_F1,Fall 2005,PSYC,PSYC_S1,SCI_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3651,F,I,Not Reported,AHRM,AHRM_F1,LAHS_F1,Fall 2005,AHRM,AHRM_S1,LAHS_S1,AHRM,AHRM_F2,LAHS_F2,AHRM,AHRM_S2,LAHS_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,AHRM,07,2009
3652,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3653,M,I,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,US,US_S3,IC_S3,,NE_F4,NE_F4,IDST,IDST_S4,LAHS_S4,IDST,IDST_F5,LAHS_F5,US,US_S5,IC_S5,IDST,IDST_F6,LAHS_F6,IDST,IDST_S6,LAHS_S6,201307,,,IDST,07,2013
3654,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2005,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,COMM,COMM_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200909,GRAD_S5,_S5,COMM,07,2009
3655,M,O,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PSCI,07,2009
3656,F,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,EE_F4,ENG_F4,EE,EE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,EE,05,2009
3657,M,I,Asian,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,GE,GE_S3,ENG_S3,GE,GE_F4,ENG_F4,CPE,CPE_S4,ENG_S4,CPE,CPE_F5,ENG_F5,CPE,CPE_S5,ENG_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3658,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2005,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,ACIS,ACIS_S2,BIZ_S2,ACIS,ACIS_F3,BIZ_F3,ACIS,ACIS_S3,BIZ_S3,ACIS,ACIS_F4,BIZ_F4,ACIS,ACIS_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ACIS,03,2009
3659,M,I,Not Reported,PHYS,PHYS_F1,SCI_F1,Fall 2005,PHYS,PHYS_S1,SCI_S1,PHYS,PHYS_F2,SCI_F2,PHYS,PHYS_S2,SCI_S2,PHYS,PHYS_F3,SCI_F3,PHYS,PHYS_S3,SCI_S3,PHYS,PHYS_F4,SCI_F4,PHYS,PHYS_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,PHYS,08,2009
3660,F,O,White,US,US_F1,IC_F1,Fall 2005,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200907,GRAD_F5,_F5,MKTG,03,2009
3661,M,I,White,BIT,BIT_F1,BIZ_F1,Fall 2005,BIT,BIT_S1,BIZ_S1,BIT,BIT_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,BIT,BIT_F5,BIZ_F5,BIT,BIT_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201001,GRAD_F6,_F6,BIT,03,2010
3662,F,I,White,MUS,MUS_F1,LAHS_F1,Fall 2005,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
3663,M,I,White,APSC,APSC_F1,ALS_F1,Fall 2005,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,APSC,APSC_S3,ALS_S3,APSC,APSC_F4,ALS_F4,APSC,APSC_S4,ALS_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,APSC,APSC_F6,ALS_F6,APSC,APSC_S6,ALS_S6,200901,GRAD_F5,_F5,APSC,01,2009
3664,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,CPE,CPE_S3,ENG_S3,MATH,MATH_F4,SCI_F4,MATH,MATH_S4,SCI_S4,MATH,MATH_F5,SCI_F5,MATH,MATH_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,201006,GRAD_F6,_F6,MATH,08,2010
3665,M,O,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ECON,ECON_F2,BIZ_F2,ECON,ECON_S2,BIZ_S2,ECON,ECON_F3,BIZ_F3,ECON,ECON_S3,BIZ_S3,ECON,ECON_F4,BIZ_F4,ECON,ECON_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ECON,03,2009
3666,M,I,White,GE,GE_F1,ENG_F1,Fall 2005,GE,GE_S1,ENG_S1,ME,ME_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200901,GRAD_F5,_F5,ME,05,2009
3667,F,I,White,ACIS,ACIS_F1,BIZ_F1,Fall 2005,ACIS,ACIS_S1,BIZ_S1,,NE_F2,NE_F2,ACIS,ACIS_S2,BIZ_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,,
