"ID","SEXENT","tuition_IO","race_ethn_desc_IPEDS","Major_F1","coll_f1","entering_fall","Major_S1","coll_s1","Major_F2","coll_f2","Major_S2","coll_s2","Major_F3","coll_f3","Major_S3","coll_s3","Major_F4","coll_f4","Major_S4","coll_s4","Major_F5","coll_f5","Major_S5","coll_s5","Major_F6","coll_f6","Major_S6","coll_s6","dgrterm","grad_year","SF"
"62","M","I","White","CS_F1","SCI_F1","Fall 2001","UST_S1","IC_S1","NE_F2","NE_F2","UST_S2","IC_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"63","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CPE_F3","ENG_F3","ISE_S3","ENG_S3","ISE_F4","ENG_F4","ISE_S4","ENG_S4","ISE_F5","ENG_F5","ISE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200606","GRAD_F6","F6"
"64","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","EE_S2","ENG_S2","CPE_F3","ENG_F3","CPE_S3","ENG_S3","CPE_F4","ENG_F4","CPE_S4","ENG_S4","CPE_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"65","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"66","M","O","Black or African American","US_F1","IC_F1","Fall 2001","HIST_S1","SCI_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","HIST_S3","LAHS_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"67","M","O","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"68","M","I","White","US_F1","IC_F1","Fall 2001","WSCI_S1","NRE_S1","WSCI_F2","NRE_F2","WSCI_S2","NRE_S2","WSCI_F3","NRE_F3","WSCI_S3","NRE_S3","WSCI_F4","NRE_F4","WSCI_S4","NRE_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"69","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","SOC_F3","LAHS_F3","MGT_S3","BIZ_S3","MGT_F4","BIZ_F4","MGT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"70","M","I","White","FIN_F1","BIZ_F1","Fall 2001","FIN_S1","BIZ_S1","FIN_F2","BIZ_F2","FIN_S2","BIZ_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"71","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","PHIL_F3","LAHS_F3","PHIL_S3","LAHS_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"72","M","I","White","FORS_F1","NRE_F1","Fall 2001","FORS_S1","NRE_S1","FORS_F2","NRE_F2","FORS_S2","NRE_S2","FORS_F3","NRE_F3","FORS_S3","NRE_S3","FORS_F4","NRE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","FORS_F6","NRE_F6","GRAD_S6","GRAD_S6","200701","GRAD_S6","S6"
"73","M","I","White","PSCI_F1","SCI_F1","Fall 2001","PSCI_S1","SCI_S1","PSCI_F2","SCI_F2","PSCI_S2","SCI_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"74","M","I","White","SOC_F1","SCI_F1","Fall 2001","SOC_S1","SCI_S1","SOC_F2","SCI_F2","SOC_S2","SCI_S2","SOC_F3","LAHS_F3","NE_S3","NE_S3","SOC_F4","LAHS_F4","NE_S4","NE_S4","SOC_F5","LAHS_F5","SOC_S5","LAHS_S5","SOC_F6","LAHS_F6","NE_S6","NE_S6",,,
"75","F","I","White","PSYC_F1","SCI_F1","Fall 2001","PSYC_S1","SCI_S1","PSYC_F2","SCI_F2","PSYC_S2","SCI_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"76","M","I","Hispanics of any race","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","AE_S2","ENG_S2","AE_F3","ENG_F3","AE_S3","ENG_S3","AE_F4","ENG_F4","AE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"77","M","I","White","HIST_F1","SCI_F1","Fall 2001","HIST_S1","SCI_S1","HIST_F2","SCI_F2","HIST_S2","SCI_S2","HIST_F3","LAHS_F3","HIST_S3","LAHS_S3","HIST_F4","LAHS_F4","HIST_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"78","M","I","Black or African American","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","ME_F6","ENG_F6","GRAD_S6","GRAD_S6","200701","GRAD_S6","S6"
"79","F","I","White","MKTG_F1","BIZ_F1","Fall 2001","MKTG_S1","BIZ_S1","MKTG_F2","BIZ_F2","MKTG_S2","BIZ_S2","MKTG_F3","BIZ_F3","AHRM_S3","LAHS_S3","AHRM_F4","LAHS_F4","AHRM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"80","M","O","White","ARCH_F1","AUS_F1","Fall 2001","ARCH_S1","AUS_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","ARCH_F3","AUS_F3","ARCH_S3","AUS_S3","ARCH_F4","AUS_F4","ARCH_S4","AUS_S4","NE_F5","NE_F5","NE_S5","NE_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"81","M","I","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","BUS_S2","BIZ_S2","MKTG_F3","BIZ_F3","MKTG_S3","BIZ_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","MKTG_F5","BIZ_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"82","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","US_F3","IC_F3","US_S3","IC_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"83","M","I","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","FIN_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"84","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","ME_F5","ENG_F5","ME_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"85","F","O","White","LAR_F1","AUS_F1","Fall 2001","LAR_S1","AUS_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","MUS_F3","LAHS_F3","MUS_S3","LAHS_S3","MUS_F4","LAHS_F4","MUS_S4","LAHS_S4","MUS_F5","LAHS_F5","MUS_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"86","M","I","White","MUS_F1","SCI_F1","Fall 2001","MUS_S1","SCI_S1","MUS_F2","SCI_F2","MUS_S2","SCI_S2","MUS_F3","LAHS_F3","MUS_S3","LAHS_S3","MUS_F4","LAHS_F4","MUS_S4","LAHS_S4","MUS_F5","LAHS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"87","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BC_S1","AUS_S1","BC_F2","AUS_F2","BC_S2","AUS_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"88","M","I","White","HORT_F1","ALS_F1","Fall 2001","HORT_S1","ALS_S1","HORT_F2","ALS_F2","HORT_S2","ALS_S2","HORT_F3","ALS_F3","HORT_S3","ALS_S3","HORT_F4","ALS_F4","HORT_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"89","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"90","M","O","Asian","MKTG_F1","BIZ_F1","Fall 2001","MKTG_S1","BIZ_S1","MKTG_F2","BIZ_F2","MKTG_S2","BIZ_S2","SOC_F3","LAHS_F3","SOC_S3","LAHS_S3","SOC_F4","LAHS_F4","SOC_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"91","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"92","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"93","F","O","Not Reported","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","BUS_S2","BIZ_S2","MKTG_F3","BIZ_F3","MKTG_S3","BIZ_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"94","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","ENGL_S2","SCI_S2","ENGL_F3","LAHS_F3","ENGL_S3","LAHS_S3","ENGL_F4","LAHS_F4","ENGL_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"95","F","O","White","ARCH_F1","AUS_F1","Fall 2001","ARCH_S1","AUS_S1","ARCH_F2","AUS_F2","ARCH_S2","AUS_S2","ARCH_F3","AUS_F3","ARCH_S3","AUS_S3","ARCH_F4","AUS_F4","ARCH_S4","AUS_S4","ARCH_F5","AUS_F5","ARCH_S5","AUS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"96","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","BC_F3","AUS_F3","BC_S3","AUS_S3","BC_F4","AUS_F4","BC_S4","AUS_S4","BC_F5","AUS_F5","BC_S5","AUS_S5","BC_F6","AUS_F6","BC_S6","AUS_S6","200806",,
"97","F","I","White","BIOC_F1","SCI_F1","Fall 2001","BIOC_S1","SCI_S1","UST_F2","IC_F2","SOC_S2","SCI_S2","SOC_F3","LAHS_F3","SOC_S3","LAHS_S3","SOC_F4","LAHS_F4","SOC_S4","LAHS_S4","SOC_F5","LAHS_F5","SOC_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"98","F","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CE_S2","ENG_S2","CE_F3","ENG_F3","CE_S3","ENG_S3","CE_F4","ENG_F4","CE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200507","GRAD_F5","F5"
"99","F","I","White","CT_F1","LAHS_F1","Fall 2001","CT_S1","LAHS_S1","CT_F2","LAHS_F2","CT_S2","LAHS_S2","CT_F3","LAHS_F3","AHRM_S3","LAHS_S3","AHRM_F4","LAHS_F4","AHRM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"100","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"101","F","I","White","HIDM_F1","LAHS_F1","Fall 2001","HIDM_S1","LAHS_S1","HTM_F2","BIZ_F2","HTM_S2","BIZ_S2","HTM_F3","BIZ_F3","HTM_S3","BIZ_S3","HTM_F4","BIZ_F4","HTM_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"102","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"103","F","I","White","CHEM_F1","SCI_F1","Fall 2001","CHEM_S1","SCI_S1","CHEM_F2","SCI_F2","CHEM_S2","SCI_S2","SOC_F3","LAHS_F3","SOC_S3","LAHS_S3","SOC_F4","LAHS_F4","NE_S4","NE_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"104","F","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","AE_S2","ENG_S2","AE_F3","ENG_F3","AE_S3","ENG_S3","AE_F4","ENG_F4","AE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"105","M","O","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","CS_F4","ENG_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"106","F","I","White","MKTG_F1","BIZ_F1","Fall 2001","MKTG_S1","BIZ_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"107","M","I","White","BIT_F1","BIZ_F1","Fall 2001","BIT_S1","BIZ_S1","BIT_F2","BIZ_F2","BIT_S2","BIZ_S2","BIT_F3","BIZ_F3","BIT_S3","BIZ_S3","BIT_F4","BIZ_F4","BIT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"108","F","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","AE_S2","ENG_S2","AE_F3","ENG_F3","AE_S3","ENG_S3","AE_F4","ENG_F4","AE_S4","ENG_S4","DAE_F5","ENG_F5","DAE_S5","ENG_S5","AE_F6","ENG_F6","NE_S6","NE_S6",,,
"109","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","NE_S3","NE_S3","NE_F4","NE_F4","CS_S4","ENG_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"110","M","I","White","BIT_F1","BIZ_F1","Fall 2001","BIT_S1","BIZ_S1","BIT_F2","BIZ_F2","BIT_S2","BIZ_S2","BIT_F3","BIZ_F3","MKTG_S3","BIZ_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"111","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"112","M","I","White","IS_F1","SCI_F1","Fall 2001","IS_S1","SCI_S1","NE_F2","NE_F2","GEOG_S2","SCI_S2","GEOG_F3","NRE_F3","GEOG_S3","NRE_S3","GRAD_F4","GRAD_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200401","GRAD_F4","F4"
"113","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","NE_S2","NE_S2","EE_F3","ENG_F3","EE_S3","ENG_S3","NE_F4","NE_F4","EE_S4","ENG_S4","EE_F5","ENG_F5","EE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"114","F","O","White","ACIS_F1","BIZ_F1","Fall 2001","ACIS_S1","BIZ_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"115","M","I","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","CS_F4","ENG_F4","CS_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"116","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"117","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"118","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","GE_S3","ENG_S3","GE_F4","ENG_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"119","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"120","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","GE_F2","ENG_F2","CE_S2","ENG_S2","CE_F3","ENG_F3","CE_S3","ENG_S3","CE_F4","ENG_F4","CE_S4","ENG_S4","CE_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"121","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","AE_S2","ENG_S2","AE_F3","ENG_F3","AE_S3","ENG_S3","AE_F4","ENG_F4","AE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"122","M","I","American Indian or Alaska Native","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","CS_F4","ENG_F4","CS_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"123","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","ME_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"124","F","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","NE_S2","NE_S2","EE_F3","ENG_F3","NE_S3","NE_S3","EE_F4","ENG_F4","EE_S4","ENG_S4","EE_F5","ENG_F5","EE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"125","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"126","F","I","White","US_F1","IC_F1","Fall 2001","TA_S1","SCI_S1","TA_F2","SCI_F2","TA_S2","SCI_S2","GE_F3","ENG_F3","GE_S3","ENG_S3","GE_F4","ENG_F4","ENGL_S4","LAHS_S4","ENGL_F5","LAHS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"127","F","I","White","WSCI_F1","NRE_F1","Fall 2001","WSCI_S1","NRE_S1","WSCI_F2","NRE_F2","WSCI_S2","NRE_S2","WSCI_F3","NRE_F3","WSCI_S3","NRE_S3","WSCI_F4","NRE_F4","WSCI_S4","NRE_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"128","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","NE_F3","NE_F3","US_S3","IC_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"129","F","I","White","BIT_F1","BIZ_F1","Fall 2001","BIT_S1","BIZ_S1","MKTG_F2","BIZ_F2","MKTG_S2","BIZ_S2","MKTG_F3","BIZ_F3","MKTG_S3","BIZ_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","MKTG_F5","BIZ_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"130","F","O","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","SPAN_S2","SCI_S2","NE_F3","NE_F3","SPAN_S3","LAHS_S3","SPAN_F4","LAHS_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"131","F","O","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","MATH_F2","SCI_F2","NE_S2","NE_S2","MATH_F3","SCI_F3","MATH_S3","SCI_S3","MATH_F4","SCI_F4","MATH_S4","SCI_S4","MATH_F5","SCI_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
