"ID","SEXENT","tuition_IO","race_ethn_desc_IPEDS","Major_F1","coll_f1","entering_fall","Major_S1","coll_s1","Major_F2","coll_f2","Major_S2","coll_s2","Major_F3","coll_f3","Major_S3","coll_s3","Major_F4","coll_f4","Major_S4","coll_s4","Major_F5","coll_f5","Major_S5","coll_s5","Major_F6","coll_f6","Major_S6","coll_s6","dgrterm","grad_year","SF"
"3922","M","O","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","HIST_F2","SCI_F2","HIST_S2","SCI_S2","HIST_F3","LAHS_F3","HIST_S3","LAHS_S3","HIST_F4","LAHS_F4","HIST_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3923","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","ME_F2","ENG_F2","ME_S2","ENG_S2","ME_F3","ENG_F3","ME_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3924","F","I","Hispanics of any race","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","NE_F2","NE_F2","CS_S2","SCI_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3925","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3926","F","O","White","HNFE_F1","LAHS_F1","Fall 2001","HNFE_S1","LAHS_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200507","GRAD_F5","F5"
"3927","M","O","White","MKTG_F1","BIZ_F1","Fall 2001","MKTG_S1","BIZ_S1","MGT_F2","BIZ_F2","MGT_S2","BIZ_S2","MKTG_F3","BIZ_F3","MKTG_S3","BIZ_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3928","M","O","White","IDS_F1","AUS_F1","Fall 2001","IDS_S1","AUS_S1","IDS_F2","AUS_F2","IDS_S2","AUS_S2","IDS_F3","AUS_F3","IDS_S3","AUS_S3","IDS_F4","AUS_F4","IDS_S4","AUS_S4","IDS_F5","AUS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"3929","M","I","White","MGT_F1","BIZ_F1","Fall 2001","MGT_S1","BIZ_S1","MGT_F2","BIZ_F2","FIN_S2","BIZ_S2","FIN_F3","BIZ_F3","FIN_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","FIN_F5","BIZ_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"3930","F","I","White","IS_F1","SCI_F1","Fall 2001","IS_S1","SCI_S1","IS_F2","SCI_F2","IS_S2","SCI_S2","IS_F3","LAHS_F3","IS_S3","LAHS_S3","IS_F4","LAHS_F4","IS_S4","LAHS_S4","IS_F5","LAHS_F5","IS_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"3931","F","I","White","APSC_F1","ALS_F1","Fall 2001","APSC_S1","ALS_S1","APSC_F2","ALS_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3932","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","ART_F3","AUS_F3","ART_S3","AUS_S3","ART_F4","AUS_F4","ART_S4","AUS_S4","ART_F5","AUS_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"3933","F","I","White","COMM_F1","SCI_F1","Fall 2001","COMM_S1","SCI_S1","COMM_F2","LAHS_F2","COMM_S2","LAHS_S2","COMM_F3","LAHS_F3","COMM_S3","LAHS_S3","COMM_F4","LAHS_F4","COMM_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3934","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","ACIS_F4","BIZ_F4","ACIS_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200506","GRAD_F5","F5"
"3935","M","I","Asian","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","CPE_F3","ENG_F3","CPE_S3","ENG_S3","CPE_F4","ENG_F4","EE_S4","ENG_S4","EE_F5","ENG_F5","EE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"3936","M","O","White","GE_F1","ENG_F1","Fall 2001","NR_S1","NRE_S1","NR_F2","NRE_F2","NR_S2","NRE_S2","NR_F3","NRE_F3","WOOD_S3","NRE_S3","WOOD_F4","NRE_F4","WOOD_S4","NRE_S4","WOOD_F5","NRE_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"3937","F","I","Not Reported","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","EE_S2","ENG_S2","EE_F3","ENG_F3","EE_S3","ENG_S3","EE_F4","ENG_F4","EE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3938","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","BC_F2","AUS_F2","BC_S2","AUS_S2","BC_F3","AUS_F3","BC_S3","AUS_S3","BC_F4","AUS_F4","BC_S4","AUS_S4","BC_F5","AUS_F5","BC_S5","AUS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"3939","F","I","White","ACIS_F1","BIZ_F1","Fall 2001","ACIS_S1","BIZ_S1","ACIS_F2","BIZ_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","BIT_S3","BIZ_S3","BIT_F4","BIZ_F4","BIT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3940","F","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","PSYC_S2","SCI_S2","PSYC_F3","SCI_F3","PSYC_S3","SCI_S3","PSYC_F4","SCI_F4","PSYC_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3941","M","O","Not Reported","US_F1","IC_F1","Fall 2001","NE_S1","NE_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3942","F","O","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","BUS_S2","BIZ_S2","FIN_F3","BIZ_F3","ACIS_S3","BIZ_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3943","M","I","Black or African American","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","WOOD_S2","NRE_S2","GEOG_F3","NRE_F3","GEOG_S3","NRE_S3","GEOG_F4","NRE_F4","GEOG_S4","NRE_S4","GEOG_F5","NRE_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"3944","F","O","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3945","F","O","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3946","M","I","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","BUS_S2","BIZ_S2","BUS_F3","BIZ_F3","MGT_S3","BIZ_S3","MGT_F4","BIZ_F4","MGT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200507","GRAD_F5","F5"
"3947","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","EE_S2","ENG_S2","NE_F3","NE_F3","EE_S3","ENG_S3","EE_F4","ENG_F4","EE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3948","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","US_F3","IC_F3","US_S3","IC_S3","AAEC_F4","ALS_F4","NE_S4","NE_S4","AAEC_F5","ALS_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3949","M","O","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","NE_S4","NE_S4","BIOL_F5","SCI_F5","NE_S5","NE_S5","BIOL_F6","SCI_F6","BIOL_S6","SCI_S6",,,
"3950","M","I","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","CPE_F2","ENG_F2","CPE_S2","ENG_S2","CPE_F3","ENG_F3","CPE_S3","ENG_S3","CPE_F4","ENG_F4","CPE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3951","M","I","White","MGT_F1","BIZ_F1","Fall 2001","MGT_S1","BIZ_S1","MGT_F2","BIZ_F2","ACIS_S2","BIZ_S2","ACIS_F3","BIZ_F3","ACIS_S3","BIZ_S3","ACIS_F4","BIZ_F4","ACIS_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3952","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","US_S2","IC_S2","US_F3","IC_F3","US_S3","IC_S3","FIN_F4","BIZ_F4","FIN_S4","BIZ_S4","FIN_F5","BIZ_F5","FIN_S5","BIZ_S5","FIN_F6","BIZ_F6","NE_S6","NE_S6",,,
"3953","M","O","Asian","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","NE_F2","NE_F2","UST_S2","IC_S2","UST_F3","IC_F3","ENGL_S3","LAHS_S3","ENGL_F4","LAHS_F4","ENGL_S4","LAHS_S4","ENGL_F5","LAHS_F5","ENGL_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"3954","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3955","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","HTM_F3","BIZ_F3","HTM_S3","BIZ_S3","HTM_F4","BIZ_F4","HTM_S4","BIZ_S4","HTM_F5","BIZ_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"3956","F","I","Black or African American","HIDM_F1","LAHS_F1","Fall 2001","HIDM_S1","LAHS_S1","HIDM_F2","LAHS_F2","HIDM_S2","LAHS_S2","HIDM_F3","LAHS_F3","ITDS_S3","AUS_S3","ITDS_F4","AUS_F4","ITDS_S4","AUS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200506","GRAD_F5","F5"
"3957","M","I","Black or African American","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3958","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3959","M","I","Not Reported","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","CS_S2","SCI_S2","CS_F3","ENG_F3","CS_S3","ENG_S3","CS_F4","ENG_F4","CS_S4","ENG_S4","CS_F5","ENG_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"3960","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","SOC_F2","SCI_F2","PSYC_S2","SCI_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3961","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","NE_F2","NE_F2","NE_S2","NE_S2","GE_F3","ENG_F3","GE_S3","ENG_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3962","M","O","Nonresident Alien","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","US_F3","IC_F3","US_S3","IC_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3963","M","O","White","CS_F1","SCI_F1","Fall 2001","CS_S1","SCI_S1","CS_F2","SCI_F2","MATH_S2","SCI_S2","ECAS_F3","SCI_F3","ECAS_S3","SCI_S3","ECAS_F4","SCI_F4","ECAS_S4","SCI_S4","ECAS_F5","SCI_F5","ECAS_S5","SCI_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"3964","F","O","White","MATH_F1","SCI_F1","Fall 2001","MATH_S1","SCI_S1","ECON_F2","BIZ_F2","MGT_S2","BIZ_S2","MGT_F3","BIZ_F3","MGT_S3","BIZ_S3","MGT_F4","BIZ_F4","MGT_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3965","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","GE_S2","ENG_S2","PSCI_F3","LAHS_F3","PSCI_S3","LAHS_S3","PSCI_F4","LAHS_F4","PSCI_S4","LAHS_S4","NE_F5","NE_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200509","GRAD_S5","S5"
"3966","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","SOC_S2","SCI_S2","SOC_F3","LAHS_F3","SOC_S3","LAHS_S3","SOC_F4","LAHS_F4","SOC_S4","LAHS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3967","M","I","Asian","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","US_F3","IC_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3968","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","HD_S2","LAHS_S2","HD_F3","LAHS_F3","HD_S3","LAHS_S3","HD_F4","LAHS_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"3969","F","I","White","SPAN_F1","SCI_F1","Fall 2001","SPAN_S1","SCI_S1","SPAN_F2","SCI_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","NE_S4","NE_S4","HNFE_F5","ALS_F5","HNFE_S5","ALS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"3970","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3971","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","US_F3","IC_F3","BC_S3","AUS_S3","BC_F4","AUS_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6","201306",,
"3972","F","I","Asian","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","HD_F2","LAHS_F2","HD_S2","LAHS_S2","HD_F3","LAHS_F3","HD_S3","LAHS_S3","HD_F4","LAHS_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"3973","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","EE_F2","ENG_F2","EE_S2","ENG_S2","EE_F3","ENG_F3","EE_S3","ENG_S3","EE_F4","ENG_F4","GRAD_S4","GRAD_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200409","GRAD_S4","S4"
"3974","F","I","White","DASC_F1","ALS_F1","Fall 2001","DASC_S1","ALS_S1","DASC_F2","ALS_F2","DASC_S2","ALS_S2","DASC_F3","ALS_F3","DASC_S3","ALS_S3","DASC_F4","ALS_F4","DASC_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3975","M","O","White","GE_F1","ENG_F1","Fall 2001","UST_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3976","F","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","CHEM_F2","SCI_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3977","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","ECAS_S2","SCI_S2","ECAS_F3","SCI_F3","ECAS_S3","SCI_S3","ECAS_F4","SCI_F4","ECAS_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3978","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","US_S2","IC_S2","AE_F3","ENG_F3","AE_S3","ENG_S3","AE_F4","ENG_F4","AE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3979","F","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","HNFE_F2","LAHS_F2","HNFE_S2","LAHS_S2","HNFE_F3","ALS_F3","HNFE_S3","ALS_S3","HNFE_F4","ALS_F4","HNFE_S4","ALS_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3980","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","GE_F2","ENG_F2","OE_S2","ENG_S2","DOE_F3","ENG_F3","DOE_S3","ENG_S3","OE_F4","ENG_F4","OE_S4","ENG_S4","OE_F5","ENG_F5","OE_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"3981","F","I","White","APSC_F1","ALS_F1","Fall 2001","APSC_S1","ALS_S1","APSC_F2","ALS_F2","APSC_S2","ALS_S2","NE_F3","NE_F3","TA_S3","LAHS_S3","TA_F4","LAHS_F4","TA_S4","LAHS_S4","TA_F5","LAHS_F5","TA_S5","LAHS_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200601","GRAD_F6","F6"
"3982","F","I","White","BIOL_F1","SCI_F1","Fall 2001","BIOL_S1","SCI_S1","BIOL_F2","SCI_F2","BIOL_S2","SCI_S2","BIOL_F3","SCI_F3","BIOL_S3","SCI_S3","BIOL_F4","SCI_F4","BIOL_S4","SCI_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3983","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","LAR_F2","AUS_F2","LAR_S2","AUS_S2","LAR_F3","AUS_F3","LAR_S3","AUS_S3","LAR_F4","AUS_F4","LAR_S4","AUS_S4","LAR_F5","AUS_F5","LAR_S5","AUS_S5","LAR_F6","AUS_F6","LAR_S6","AUS_S6","200709",,
"3984","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","NE_F2","NE_F2","GE_S2","ENG_S2","GE_F3","ENG_F3","GE_S3","ENG_S3","ME_F4","ENG_F4","ME_S4","ENG_S4","ME_F5","ENG_F5","ME_S5","ENG_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200606","GRAD_F6","F6"
"3985","M","I","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","US_F2","IC_F2","HTM_S2","BIZ_S2","HTM_F3","BIZ_F3","MKTG_S3","BIZ_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3986","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","AE_F2","ENG_F2","AE_S2","ENG_S2","AE_F3","ENG_F3","AE_S3","ENG_S3","AE_F4","ENG_F4","AE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200501","GRAD_F5","F5"
"3987","M","O","White","US_F1","IC_F1","Fall 2001","NE_S1","NE_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3988","F","O","White","BUS_F1","BIZ_F1","Fall 2001","BUS_S1","BIZ_S1","BUS_F2","BIZ_F2","MKTG_S2","BIZ_S2","MKTG_F3","BIZ_F3","MKTG_S3","BIZ_S3","MKTG_F4","BIZ_F4","MKTG_S4","BIZ_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200506","GRAD_F5","F5"
"3989","M","I","White","US_F1","IC_F1","Fall 2001","NE_S1","NE_S1","US_F2","IC_F2","NE_S2","NE_S2","US_F3","IC_F3","US_S3","IC_S3","BC_F4","AUS_F4","BC_S4","AUS_S4","BC_F5","AUS_F5","BC_S5","AUS_S5","BC_F6","AUS_F6","BC_S6","AUS_S6","200801",,
"3990","M","O","White","US_F1","IC_F1","Fall 2001","US_S1","IC_S1","NE_F2","NE_F2","NE_S2","NE_S2","NE_F3","NE_F3","NE_S3","NE_S3","NE_F4","NE_F4","NE_S4","NE_S4","NE_F5","NE_F5","NE_S5","NE_S5","NE_F6","NE_F6","NE_S6","NE_S6",,,
"3991","M","O","White","GE_F1","ENG_F1","Fall 2001","GE_S1","ENG_S1","OE_F2","ENG_F2","OE_S2","ENG_S2","OE_F3","ENG_F3","OE_S3","ENG_S3","OE_F4","ENG_F4","DOE_S4","ENG_S4","GRAD_F5","GRAD_F5","GRAD_S5","GRAD_S5","GRAD_F6","GRAD_F6","GRAD_S6","GRAD_S6","200507","GRAD_F5","F5"
