ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,grad_year,degree_major,degree_college,degree_year
4007,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,US,US_S2,IC_S2,AHRM,AHRM_F3,LAHS_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,AHRM,AHRM_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,AHRM,7,2007
4008,M,O,White,PHYS,PHYS_F1,SCI_F1,Fall 2002,PHYS,PHYS_S1,SCI_S1,PHYS,PHYS_F2,SCI_F2,PHYS,PHYS_S2,SCI_S2,PHYS,PHYS_F3,SCI_F3,PHYS,PHYS_S3,SCI_S3,PHYS,PHYS_F4,SCI_F4,PHYS,PHYS_S4,SCI_S4,PHYS,PHYS_F5,SCI_F5,PHYS,PHYS_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,PHYS,8,2008
4009,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,,NE_F3,NE_F3,BUS,BUS_S3,BIZ_S3,BUS,BUS_F4,BIZ_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4010,F,O,Not Reported,GE,GE_F1,ENG_F1,Fall 2002,ISE,ISE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ISE,5,2007
4011,F,I,Asian,CS,CS_F1,ENG_F1,Fall 2002,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4012,M,O,Nonresident Alien,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CE,5,2007
4013,F,O,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,HTM,HTM_S2,BIZ_S2,HTM,HTM_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,FIN,FIN_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,FIN,3,2007
4014,M,I,White,ENSC,ENSC_F1,ALS_F1,Fall 2002,ENSC,ENSC_S1,ALS_S1,ENSC,ENSC_F2,ALS_F2,ENSC,ENSC_S2,ALS_S2,ENSC,ENSC_F3,ALS_F3,ENSC,ENSC_S3,ALS_S3,ENSC,ENSC_F4,ALS_F4,ENSC,ENSC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ENSC,1,2007
4015,F,I,Asian,ART,ART_F1,AUS_F1,Fall 2002,ART,ART_S1,AUS_S1,ARTF,ARTF_F2,AUS_F2,ARTF,ARTF_S2,AUS_S2,ARTF,ARTF_F3,AUS_F3,ARTF,ARTF_S3,AUS_S3,ARTF,ARTF_F4,AUS_F4,ARTF,ARTF_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ARTF,2,2007
4016,F,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,,NE_S5,NE_S5,CE,CE_F6,ENG_F6,,NE_S6,NE_S6,201006,,CE,5,2010
4017,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CHE,CHE_F2,ENG_F2,,NE_S2,NE_S2,CHE,CHE_F3,ENG_F3,CHE,CHE_S3,ENG_S3,,NE_F4,NE_F4,CHE,CHE_S4,ENG_S4,CHE,CHE_F5,ENG_F5,CHE,CHE_S5,ENG_S5,CHE,CHE_F6,ENG_F6,CHE,CHE_S6,ENG_S6,200901,,CHE,5,2009
4018,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,HNFE,1,2008
4019,F,I,White,GE,GE_F1,ENG_F1,Fall 2002,CE,CE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CE,5,2007
4020,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,BIOL,BIOL_F5,SCI_F5,BIOL,BIOL_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,BIOL,8,2008
4021,F,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PSCI,7,2007
4022,M,O,Asian,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4023,F,O,Hispanics of any race,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,COMM,COMM_F5,LAHS_F5,,NE_S5,NE_S5,COMM,COMM_F6,LAHS_F6,,NE_S6,NE_S6,200906,,COMM,7,2009
4024,M,O,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,FIN,3,2007
4025,M,O,Not Reported,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,ISE,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,ISE,5,2007
4026,F,O,White,ITDS,ITDS_F1,AUS_F1,Fall 2002,ITDS,ITDS_S1,AUS_S1,ITDS,ITDS_F2,AUS_F2,ITDS,ITDS_S2,AUS_S2,ITDS,ITDS_F3,AUS_F3,ITDS,ITDS_S3,AUS_S3,ITDS,ITDS_F4,AUS_F4,ITDS,ITDS_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ITDS,2,2007
4027,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,GE,GE_S2,ENG_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,GE,GE_F5,ENG_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4028,F,O,White,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,COMM,7,2007
4029,F,O,Not Reported,ECAS,ECAS_F1,SCI_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
4030,M,O,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,BIOL,8,2007
4031,F,O,Asian,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4032,F,O,White,ARCH,ARCH_F1,AUS_F1,Fall 2002,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ARCH,2,2008
4033,F,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ECON,ECON_F3,BIZ_F3,ECON,ECON_S3,BIZ_S3,ECON,ECON_F4,BIZ_F4,ECON,ECON_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ECON,3,2007
4034,F,I,White,HNFE,HNFE_F1,ALS_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
4035,M,O,Asian,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4036,F,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,GE,GE_F2,ENG_F2,ME,ME_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,ME,ME_F5,ENG_F5,ME,ME_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ME,5,2008
4037,M,I,Nonresident Alien,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,ISE,ISE_S4,ENG_S4,ISE,ISE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,ISE,5,2007
4038,F,O,Not Reported,US,US_F1,IC_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PSYC,8,2007
4039,M,O,White,FIN,FIN_F1,BIZ_F1,Fall 2002,FIN,FIN_S1,BIZ_S1,FIN,FIN_F2,BIZ_F2,FIN,FIN_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,FIN,FIN_F5,BIZ_F5,FIN,FIN_S5,BIZ_S5,FIN,FIN_F6,BIZ_F6,FIN,FIN_S6,BIZ_S6,201009,,FIN,3,2010
4040,F,I,White,ENGL,ENGL_F1,LAHS_F1,Fall 2002,ENGL,ENGL_S1,LAHS_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ENGL,7,2007
4041,F,O,Black or African American,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,BIOL,BIOL_F5,SCI_F5,BIOL,BIOL_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200806,GRAD_F6,BIOL,8,2008
4042,F,O,White,WSCI,WSCI_F1,NRE_F1,Fall 2002,WSCI,WSCI_S1,NRE_S1,WSCI,WSCI_F2,NRE_F2,WSCI,WSCI_S2,NRE_S2,WSCI,WSCI_F3,NRE_F3,WSCI,WSCI_S3,NRE_S3,WSCI,WSCI_F4,NRE_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,WSCI,10,2006
4043,F,O,White,MATH,MATH_F1,SCI_F1,Fall 2002,MATH,MATH_S1,SCI_S1,MATH,MATH_F2,SCI_F2,MATH,MATH_S2,SCI_S2,MATH,MATH_F3,SCI_F3,MATH,MATH_S3,SCI_S3,MATH,MATH_F4,SCI_F4,MATH,MATH_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MATH,8,2007
4044,F,O,White,US,US_F1,IC_F1,Fall 2002,,NE_S1,NE_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4045,M,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,ECAS,ECAS_F3,SCI_F3,ECAS,ECAS_S3,SCI_S3,,NE_F4,NE_F4,ECAS,ECAS_S4,SCI_S4,ECAS,ECAS_F5,SCI_F5,ECAS,ECAS_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ECAS,8,2008
4046,F,I,White,APSC,APSC_F1,ALS_F1,Fall 2002,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,APSC,APSC_F3,ALS_F3,APSC,APSC_S3,ALS_S3,APSC,APSC_F4,ALS_F4,APSC,APSC_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,APSC,1,2007
4047,M,O,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,BIOL,8,2007
4048,M,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,PSCI,PSCI_F5,LAHS_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,PSCI,7,2007
4049,F,I,Not Reported,HNFE,HNFE_F1,ALS_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
4050,F,O,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,SOC,SOC_S1,LAHS_S1,SOC,SOC_F2,LAHS_F2,SOC,SOC_S2,LAHS_S2,SOC,SOC_F3,LAHS_F3,SOC,SOC_S3,LAHS_S3,SOC,SOC_F4,LAHS_F4,SOC,SOC_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,SOC,7,2007
4051,M,O,White,HTM,HTM_F1,BIZ_F1,Fall 2002,HTM,HTM_S1,BIZ_S1,HTM,HTM_F2,BIZ_F2,HTM,HTM_S2,BIZ_S2,HTM,HTM_F3,BIZ_F3,HTM,HTM_S3,BIZ_S3,HTM,HTM_F4,BIZ_F4,HTM,HTM_S4,BIZ_S4,HTM,HTM_F5,BIZ_F5,HTM,HTM_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200807,GRAD_F6,HTM,3,2008
4052,M,O,Not Reported,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,US,US_F3,IC_F3,US,US_S3,IC_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4053,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,BIT,BIT_F5,BIZ_F5,BIT,BIT_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,MGT,3,2008
4054,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4055,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,US,US_F3,IC_F3,AHRM,AHRM_S3,LAHS_S3,AHRM,AHRM_F4,LAHS_F4,AHRM,AHRM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,AHRM,7,2007
4056,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,US,US_F2,IC_F2,US,US_S2,IC_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,HNFE,HNFE_F6,ALS_F6,HNFE,HNFE_S6,ALS_S6,,,,,
4057,F,I,White,PSYC,PSYC_F1,SCI_F1,Fall 2002,PSYC,PSYC_S1,SCI_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,HIST,HIST_S4,LAHS_S4,,NE_F5,NE_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,HIST,7,2007
4058,M,I,White,ARTF,ARTF_F1,AUS_F1,Fall 2002,ARTF,ARTF_S1,AUS_S1,ARTF,ARTF_F2,AUS_F2,ARTF,ARTF_S2,AUS_S2,ARTF,ARTF_F3,AUS_F3,ARTF,ARTF_S3,AUS_S3,ARTF,ARTF_F4,AUS_F4,ARTF,ARTF_S4,AUS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ARTF,2,2007
4059,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,COMM,COMM_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,COMM,7,2007
4060,F,I,Asian,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
4061,M,I,White,MATH,MATH_F1,SCI_F1,Fall 2002,MATH,MATH_S1,SCI_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,ME,ME_F3,ENG_F3,ME,ME_S3,ENG_S3,ME,ME_F4,ENG_F4,ME,ME_S4,ENG_S4,MATH,GRAD_F5,GRAD_F5,MATH,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MATH,8,2007
4062,F,I,White,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,,NE_S2,NE_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F4,COMM,7,2006
