ID,SEXENT,tuition_IO,race_ethn_desc_IPEDS,heg_f1,Major_F1,coll_f1,entering_fall,heg_s1,Major_S1,coll_s1,heg_f2,Major_F2,coll_f2,heg_s2,Major_S2,coll_s2,heg_f3,Major_F3,coll_f3,heg_s3,Major_S3,coll_s3,heg_f4,Major_F4,coll_f4,heg_s4,Major_S4,coll_s4,heg_f5,Major_F5,coll_f5,heg_s5,Major_S5,coll_s5,heg_f6,Major_F6,coll_f6,heg_s6,Major_S6,coll_s6,dgrterm,grad_year,degree_major,degree_college,degree_year
46,M,I,White,FORS,FORS_F1,NRE_F1,Fall 2002,FORS,FORS_S1,NRE_S1,FORS,FORS_F2,NRE_F2,FORS,FORS_S2,NRE_S2,FORS,FORS_F3,NRE_F3,FORS,FORS_S3,NRE_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F4,FORS,10,2006
47,M,I,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,CS,CS_F4,ENG_F4,CS,CS_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CS,5,2007
48,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
49,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
50,F,I,Black or African American,BIT,BIT_F1,BIZ_F1,Fall 2002,BIT,BIT_S1,BIZ_S1,BIT,BIT_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200607,GRAD_F4,BIT,3,2006
51,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,BIOL,BIOL_F2,SCI_F2,BIOL,BIOL_S2,SCI_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,BIOL,BIOL_F4,SCI_F4,BIOL,BIOL_S4,SCI_S4,BIOL,BIOL_F5,SCI_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,BIOL,8,2007
52,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ESM,ESM_F2,ENG_F2,ESM,ESM_S2,ENG_S2,ESM,ESM_F3,ENG_F3,ESM,ESM_S3,ENG_S3,ESM,ESM_F4,ENG_F4,ESM,ESM_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ESM,5,2007
53,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,MINE,MINE_F2,ENG_F2,MINE,MINE_S2,ENG_S2,MINE,MINE_F3,ENG_F3,MINE,MINE_S3,ENG_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,MINE,MINE_F5,ENG_F5,MINE,MINE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,MINE,5,2008
54,M,I,Black or African American,BIT,BIT_F1,BIZ_F1,Fall 2002,BIT,BIT_S1,BIZ_S1,BIT,BIT_F2,BIZ_F2,BIT,BIT_S2,BIZ_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,MKTG,MKTG_F5,BIZ_F5,MKTG,MKTG_S5,BIZ_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,MKTG,3,2008
55,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F4,ENGL,7,2006
56,M,O,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,BCHM,BCHM_F2,ALS_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
57,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,BCHM,BCHM_S2,ALS_S2,BIOL,BIOL_F3,SCI_F3,BIOL,BIOL_S3,SCI_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F4,BIOL,8,2006
58,M,I,Asian,GE,GE_F1,ENG_F1,Fall 2002,UST,UST_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
59,M,I,White,US,US_F1,IC_F1,Fall 2002,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,,NE_F3,NE_F3,AAEC,AAEC_S3,ALS_S3,AAEC,AAEC_F4,ALS_F4,AAEC,AAEC_S4,ALS_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
60,M,I,Asian,GE,GE_F1,ENG_F1,Fall 2002,EE,EE_S1,ENG_S1,EE,EE_F2,ENG_F2,EE,EE_S2,ENG_S2,EE,EE_F3,ENG_F3,EE,EE_S3,ENG_S3,EE,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F4,EE,5,2006
61,F,I,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,BUS,BUS_F2,BIZ_F2,BUS,BUS_S2,BIZ_S2,FIN,FIN_F3,BIZ_F3,FIN,FIN_S3,BIZ_S3,FIN,FIN_F4,BIZ_F4,FIN,FIN_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,FIN,3,2007
62,M,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,ARCH,ARCH_F6,AUS_F6,ARCH,ARCH_S6,AUS_S6,200901,,ARCH,2,2009
63,M,O,White,HNFE,HNFE_F1,ALS_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
64,F,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
65,M,I,Hispanics of any race,GE,GE_F1,ENG_F1,Fall 2002,MINE,MINE_S1,ENG_S1,OE,OE_F2,ENG_F2,OE,OE_S2,ENG_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
66,M,I,White,PSCI,PSCI_F1,LAHS_F1,Fall 2002,PSCI,PSCI_S1,LAHS_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PUA,PUA_F3,AUS_F3,PUA,PUA_S3,AUS_S3,PUA,PUA_F4,AUS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ENGL,7,2007
67,M,I,Not Reported,ENGL,ENGL_F1,LAHS_F1,Fall 2002,ENGL,ENGL_S1,LAHS_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200606,GRAD_F4,ENGL,7,2006
68,F,I,White,IS,IS_F1,LAHS_F1,Fall 2002,IS,IS_S1,LAHS_S1,IS,IS_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,,NE_S3,NE_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PSCI,7,2007
69,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,AE,AE_F2,ENG_F2,,NE_S2,NE_S2,AE,AE_F3,ENG_F3,AE,AE_S3,ENG_S3,AE,AE_F4,ENG_F4,AE,AE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,AE,5,2007
70,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,IDST,IDST_F3,LAHS_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,IDST,IDST_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,IDST,7,2007
71,F,I,Not Reported,CT,CT_F1,LAHS_F1,Fall 2002,AHRM,AHRM_S1,LAHS_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
72,F,O,White,ARCH,ARCH_F1,AUS_F1,Fall 2002,ARCH,ARCH_S1,AUS_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,ARCH,ARCH_F5,AUS_F5,ARCH,ARCH_S5,AUS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ARCH,2,2008
73,F,O,Not Reported,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CE,5,2007
74,F,I,Black or African American,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,HNFE,HNFE_F5,ALS_F5,HNFE,HNFE_S5,ALS_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,HNFE,1,2008
75,F,I,Not Reported,HD,HD_F1,LAHS_F1,Fall 2002,HD,HD_S1,LAHS_S1,HD,HD_F2,LAHS_F2,HD,HD_S2,LAHS_S2,HD,HD_F3,LAHS_F3,HD,HD_S3,LAHS_S3,HD,HD_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,HD,7,2006
76,F,I,Hispanics of any race,APSC,APSC_F1,ALS_F1,Fall 2002,APSC,APSC_S1,ALS_S1,APSC,APSC_F2,ALS_F2,APSC,APSC_S2,ALS_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,APSC,APSC_F5,ALS_F5,APSC,APSC_S5,ALS_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
77,F,I,Asian,BIOL,BIOL_F1,SCI_F1,Fall 2002,HNFE,HNFE_S1,ALS_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F4,HNFE,1,2006
78,M,I,White,MGT,MGT_F1,BIZ_F1,Fall 2002,MGT,MGT_S1,BIZ_S1,MGT,MGT_F2,BIZ_F2,MGT,MGT_S2,BIZ_S2,MGT,MGT_F3,BIZ_F3,MGT,MGT_S3,BIZ_S3,MGT,MGT_F4,BIZ_F4,MGT,MGT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MGT,3,2007
79,F,I,White,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,HNFE,HNFE_F2,ALS_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
80,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ISE,ISE_F2,ENG_F2,ISE,ISE_S2,ENG_S2,ISE,ISE_F3,ENG_F3,ISE,ISE_S3,ENG_S3,ISE,ISE_F4,ENG_F4,,NE_S4,NE_S4,ISE,ISE_F5,ENG_F5,ISE,ISE_S5,ENG_S5,ISE,ISE_F6,ENG_F6,,NE_S6,NE_S6,,,,,
81,M,I,Not Reported,US,US_F1,IC_F1,Fall 2002,US,US_S1,IC_S1,,NE_F2,NE_F2,,NE_S2,NE_S2,,NE_F3,NE_F3,,NE_S3,NE_S3,,NE_F4,NE_F4,,NE_S4,NE_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,NE_F6,NE_F6,,NE_S6,NE_S6,,,,,
82,M,I,Asian,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,ESM,ESM_S2,ENG_S2,ESM,ESM_F3,ENG_F3,ESM,ESM_S3,ENG_S3,ESM,ESM_F4,ENG_F4,ESM,ESM_S4,ENG_S4,ESM,ESM_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,ESM,5,2007
83,F,I,Black or African American,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,CE,CE_F2,ENG_F2,CE,CE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,CE,5,2007
84,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,CE,CE_S5,ENG_S5,,NE_F6,NE_F6,CE,CE_S6,ENG_S6,,,,,
85,F,I,White,IDST,IDST_F1,LAHS_F1,Fall 2002,IDST,IDST_S1,LAHS_S1,HIST,HIST_F2,LAHS_F2,HIST,HIST_S2,LAHS_S2,HIST,HIST_F3,LAHS_F3,HIST,HIST_S3,LAHS_S3,HIST,HIST_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,ENGL,7,2006
86,F,I,Not Reported,GE,GE_F1,ENG_F1,Fall 2002,ENGL,ENGL_S1,LAHS_S1,ENGL,ENGL_F2,LAHS_F2,ENGL,ENGL_S2,LAHS_S2,ENGL,ENGL_F3,LAHS_F3,ENGL,ENGL_S3,LAHS_S3,ENGL,ENGL_F4,LAHS_F4,ENGL,ENGL_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ENGL,7,2007
87,M,I,Black or African American,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,CS,CS_F3,ENG_F3,CS,CS_S3,ENG_S3,CS,CS_F4,ENG_F4,CS,CS_S4,ENG_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200706,GRAD_F5,CS,5,2007
88,F,I,White,WSCI,WSCI_F1,NRE_F1,Fall 2002,WSCI,WSCI_S1,NRE_S1,WSCI,WSCI_F2,NRE_F2,,NE_S2,NE_S2,WSCI,WSCI_F3,NRE_F3,WSCI,WSCI_S3,NRE_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200606,GRAD_F4,WSCI,10,2006
89,F,I,Black or African American,US,US_F1,IC_F1,Fall 2002,IDST,IDST_S1,LAHS_S1,IDST,IDST_F2,LAHS_F2,IDST,IDST_S2,LAHS_S2,IDST,IDST_F3,LAHS_F3,IDST,IDST_S3,LAHS_S3,IDST,IDST_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,IDST,7,2006
90,F,I,Not Reported,MKTG,MKTG_F1,BIZ_F1,Fall 2002,MKTG,MKTG_S1,BIZ_S1,MKTG,MKTG_F2,BIZ_F2,MKTG,MKTG_S2,BIZ_S2,MKTG,MKTG_F3,BIZ_F3,MKTG,MKTG_S3,BIZ_S3,MKTG,MKTG_F4,BIZ_F4,MKTG,MKTG_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,MKTG,3,2007
91,M,I,White,BUS,BUS_F1,BIZ_F1,Fall 2002,BUS,BUS_S1,BIZ_S1,ECON,ECON_F2,BIZ_F2,ECON,ECON_S2,BIZ_S2,ECON,ECON_F3,BIZ_F3,ECON,ECON_S3,BIZ_S3,ECON,ECON_F4,BIZ_F4,ECON,ECON_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,ECON,3,2007
92,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,GE,GE_F2,ENG_F2,,NE_S2,NE_S2,CE,CE_F3,ENG_F3,CE,CE_S3,ENG_S3,CE,CE_F4,ENG_F4,CE,CE_S4,ENG_S4,CE,CE_F5,ENG_F5,CE,CE_S5,ENG_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,CE,5,2008
93,M,I,Hispanics of any race,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,ARCH,ARCH_F2,AUS_F2,ARCH,ARCH_S2,AUS_S2,ARCH,ARCH_F3,AUS_F3,ARCH,ARCH_S3,AUS_S3,ARCH,ARCH_F4,AUS_F4,ARCH,ARCH_S4,AUS_S4,,NE_F5,NE_F5,,NE_S5,NE_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,ARCH,2,2008
94,F,I,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,PSYC,PSYC_F2,SCI_F2,PSYC,PSYC_S2,SCI_S2,PSYC,PSYC_F3,SCI_F3,PSYC,PSYC_S3,SCI_S3,PSYC,PSYC_F4,SCI_F4,PSYC,PSYC_S4,SCI_S4,PSYC,PSYC_F5,SCI_F5,PSYC,PSYC_S5,SCI_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200801,GRAD_F6,PSYC,8,2008
95,F,I,White,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,BIOL,BIOL_F2,SCI_F2,HNFE,HNFE_S2,ALS_S2,HNFE,HNFE_F3,ALS_F3,HNFE,HNFE_S3,ALS_S3,HNFE,HNFE_F4,ALS_F4,HNFE,HNFE_S4,ALS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,HNFE,1,2007
96,M,I,White,FORS,FORS_F1,NRE_F1,Fall 2002,FORS,FORS_S1,NRE_S1,FORS,FORS_F2,NRE_F2,FORS,FORS_S2,NRE_S2,FORS,FORS_F3,NRE_F3,FORS,FORS_S3,NRE_S3,,GRAD_F4,GRAD_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200601,GRAD_F4,FORS,10,2006
97,M,O,White,GE,GE_F1,ENG_F1,Fall 2002,,NE_S1,NE_S1,GE,GE_F2,ENG_F2,GE,GE_S2,ENG_S2,GE,GE_F3,ENG_F3,GE,GE_S3,ENG_S3,CPE,CPE_F4,ENG_F4,CPE,CPE_S4,ENG_S4,CPE,CPE_F5,ENG_F5,CPE,CPE_S5,ENG_S5,CPE,CPE_F6,ENG_F6,,GRAD_S6,GRAD_S6,200809,GRAD_S6,CPE,5,2008
98,M,I,Hispanics of any race,BIOL,BIOL_F1,SCI_F1,Fall 2002,BIOL,BIOL_S1,SCI_S1,PSCI,PSCI_F2,LAHS_F2,PSCI,PSCI_S2,LAHS_S2,PSCI,PSCI_F3,LAHS_F3,PSCI,PSCI_S3,LAHS_S3,PSCI,PSCI_F4,LAHS_F4,PSCI,PSCI_S4,LAHS_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,PSCI,7,2007
99,M,O,Not Reported,COMM,COMM_F1,LAHS_F1,Fall 2002,COMM,COMM_S1,LAHS_S1,COMM,COMM_F2,LAHS_F2,COMM,COMM_S2,LAHS_S2,COMM,COMM_F3,LAHS_F3,COMM,COMM_S3,LAHS_S3,COMM,COMM_F4,LAHS_F4,,GRAD_S4,GRAD_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200609,GRAD_S4,COMM,7,2006
100,M,I,White,GE,GE_F1,ENG_F1,Fall 2002,GE,GE_S1,ENG_S1,BSE,BSE_F2,ENG_F2,BSE,BSE_S2,ENG_S2,BSE,BSE_F3,ENG_F3,BSE,BSE_S3,ENG_S3,BSE,BSE_F4,ENG_F4,BSE,BSE_S4,ENG_S4,BSE,BSE_F5,ENG_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,BSE,5,2007
101,M,O,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,,GRAD_F5,GRAD_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200701,GRAD_F5,BIT,3,2007
102,M,O,White,CS,CS_F1,ENG_F1,Fall 2002,CS,CS_S1,ENG_S1,CS,CS_F2,ENG_F2,CS,CS_S2,ENG_S2,BIT,BIT_F3,BIZ_F3,BIT,BIT_S3,BIZ_S3,BIT,BIT_F4,BIZ_F4,BIT,BIT_S4,BIZ_S4,BIT,BIT_F5,BIZ_F5,,GRAD_S5,GRAD_S5,,GRAD_F6,GRAD_F6,,GRAD_S6,GRAD_S6,200709,GRAD_S5,BIT,3,2007
